frame_index,timestamp,elapsed_ms,num_poses_detected
1758,2026-03-20T01:17:21.741,74.562,1
1759,2026-03-20T01:17:21.824,77.084,1
1760,2026-03-20T01:17:21.905,76.218,1
1761,2026-03-20T01:17:21.986,75.842,1
1762,2026-03-20T01:17:22.080,88.872,1
1763,2026-03-20T01:17:22.164,78.277,1
1764,2026-03-20T01:17:22.249,77.316,1
1765,2026-03-20T01:17:22.337,81.648,1
1766,2026-03-20T01:17:22.410,68.016,1
1767,2026-03-20T01:17:22.489,74.485,1
1768,2026-03-20T01:17:22.566,72.423,1
1769,2026-03-20T01:17:22.646,75.300,1
1770,2026-03-20T01:17:22.729,76.992,1
1771,2026-03-20T01:17:22.807,73.259,1
1772,2026-03-20T01:17:22.890,76.743,1
1773,2026-03-20T01:17:22.972,76.611,1
1774,2026-03-20T01:17:23.046,69.785,1
1775,2026-03-20T01:17:23.125,73.206,1
1776,2026-03-20T01:17:23.204,73.411,1
1777,2026-03-20T01:17:23.283,73.982,1
1778,2026-03-20T01:17:23.363,74.913,1
1779,2026-03-20T01:17:23.446,78.505,1
1780,2026-03-20T01:17:23.527,75.573,1
1781,2026-03-20T01:17:23.604,72.003,1
1782,2026-03-20T01:17:23.678,69.124,1
1783,2026-03-20T01:17:23.756,73.189,1
1784,2026-03-20T01:17:23.841,79.910,1
1785,2026-03-20T01:17:23.921,74.224,1
1786,2026-03-20T01:17:24.000,73.895,1
1787,2026-03-20T01:17:24.079,73.848,1
1788,2026-03-20T01:17:24.152,67.720,1
1789,2026-03-20T01:17:24.232,75.543,1
1790,2026-03-20T01:17:24.313,75.617,1
1791,2026-03-20T01:17:24.396,77.484,1
1792,2026-03-20T01:17:24.475,74.106,1
1793,2026-03-20T01:17:24.555,75.064,1
1794,2026-03-20T01:17:24.632,71.733,1
1795,2026-03-20T01:17:24.711,74.399,1
1796,2026-03-20T01:17:24.788,72.705,1
1797,2026-03-20T01:17:24.864,70.115,1
1798,2026-03-20T01:17:24.947,77.278,1
